"genius_id","section_name","section_artist","line"
8238984,"Outro","SWV","Baby, you know I have got that kinda love times two"
8238984,"Outro","SWV","Boy, I'll do you all night long"
8238984,"Outro","SWV","Do you anyway you want"
8238984,"Outro","SWV","I will do you all night long"
8238984,"Outro","SWV","I wanna-"
8238984,"Interlude","Grandma","Hi, Oddy and Scott"
8238984,"Interlude","Grandma","Just called to tell y'all, I love and miss y'all"
8238984,"Interlude","Grandma","Hope to see you soon"
8238984,"Interlude","Grandma","We can have some gumbo and roast"
8238984,"Interlude","Grandma","Sending love and hugs and maybe one day we can go bowling"
8238984,"Interlude","Grandma","Love, Granny"
6934409,"Chorus","OG Worry","Ain't nobody fuckin' with me like they used to"
6934409,"Chorus","OG Worry","Open seat in the coupe so I scooped you"
6934409,"Chorus","OG Worry","I get caught up in my thoughts and I can't think right"
6934409,"Chorus","OG Worry","Caught up in a nightmare so I don't sleep right"
6934409,"Chorus","OG Worry","I just want them to treat me like they used to, ayy"
6934409,"Chorus","OG Worry","I just want something real that I'm used to, yeah"
6934409,"Chorus","OG Worry","I just want them to treat me like they—ayy, ayy"
6934409,"Chorus","OG Worry","I just want something real that I'm—yeah, yeah"
6934409,"Verse 1","OG Worry","Went from no one to someone, at least I thought so"
6934409,"Verse 1","OG Worry","Stuck up in a bad dream, watching front row"
6934409,"Verse 1","OG Worry","People warnin' me that everything is gonna change"
6934409,"Verse 1","OG Worry","Never thought that it would be in the worst way"
6934409,"Verse 1","OG Worry","Life goin' up and goin' down at the same time"
6934409,"Verse 1","OG Worry","Suicidal thoughts creepin' up in my mind"
6934409,"Verse 1","OG Worry","Drug dealer, pocket reaping the benefits"
6934409,"Verse 1","OG Worry","Only thing I fuckin' had to get me through this shit"
6934409,"Verse 1","OG Worry","I've been stripped of all I had, man"
6934409,"Verse 1","OG Worry","Lost relations with my dad, damn"
6934409,"Verse 1","OG Worry","Lost relations with the fam', damn"
6934409,"Verse 1","OG Worry","Lost touch of who I am, sad"
6934409,"Verse 1","OG Worry","I'm out seekin' peace like I'm seekin' air to breathe"
6934409,"Verse 1","OG Worry","Pray to a God that I never thought I would believe"
6934409,"Verse 1","OG Worry","Grant me serenity for all the things I cannot change"
6934409,"Verse 1","OG Worry","Wisdom to know that what I can ain't the same"
6934409,"Chorus","Maire de Gras Ville","Ain't nobody fuckin' with me like they used to"
6934409,"Chorus","Maire de Gras Ville","Open seat in the coupe so I scooped you"
6934409,"Chorus","Maire de Gras Ville","I get caught up in my thoughts and I can't think right"
6934409,"Chorus","Maire de Gras Ville","Caught up in a nightmare so I don't sleep right"
6934409,"Chorus","Maire de Gras Ville","I just want them to treat me like they used to"
6934409,"Chorus","Maire de Gras Ville","I just want something real that I'm used to"
6934409,"Chorus","Maire de Gras Ville","I just want them to treat me like—uh, ayy"
6934409,"Chorus","Maire de Gras Ville","I just want something real that I'm—uh, yeah"
6934409,"Verse 2","Maire de Gras Ville","All my life, I've been waitin' 'til the time right"
6934409,"Verse 2","Maire de Gras Ville","Waitin' for the shade of light that make me shine bright"
6934409,"Verse 2","Maire de Gras Ville","Day turn to night, yeah, weeks turn to months"
6934409,"Verse 2","Maire de Gras Ville","Wishin' I could press the pause button just once"
6934409,"Verse 2","Maire de Gras Ville","Hidin' in the back tryna catch up to the front"
6934409,"Verse 2","Maire de Gras Ville","Everything I lack, I make up for it when I stunt"
6934409,"Verse 2","Maire de Gras Ville","More bitches, more money, more drugs, more honeys"
6934409,"Verse 2","Maire de Gras Ville","More stuff, the more I want it, the more I feel I'm fuckin' stuck"
6934409,"Verse 2","Maire de Gras Ville","(I get by)"
6934409,"Verse 2","Maire de Gras Ville","Goin' through the motions, fuckin' barely even growin'"
6934409,"Verse 2","Maire de Gras Ville","(I get high)"
6934409,"Verse 2","Maire de Gras Ville","Hidin' all of my emotions, never change, I'm stuck posted"
6934409,"Verse 2","Maire de Gras Ville","(I get by)"
6934409,"Verse 2","Maire de Gras Ville","What a lame excuse to keep doin' what I do"
6934409,"Verse 2","Maire de Gras Ville","(I get high)"
6934409,"Verse 2","Maire de Gras Ville","Wastin' my shine and that's the fuckin' truth"
5541220,"Intro","Anthony Mars","Pull the trigger, Budd Dwyer, hahaha"
5541220,"Intro","Anthony Mars","See you for a minute..."
5541220,"Verse 1","Anthony Mars","I just wanna see you for a minute"
5541220,"Verse 1","Anthony Mars","My mind's been lost for a minute"
5541220,"Verse 1","Anthony Mars","For a minute, for a minute"
5541220,"Verse 1","Anthony Mars","Can't tell you what's going on"
5541220,"Verse 1","Anthony Mars","Don't know what I'm feeling"
5541220,"Verse 1","Anthony Mars","Money comes and goes"
5541220,"Verse 1","Anthony Mars","Save a few, spend a few"
5541220,"Verse 1","Anthony Mars","Every time I go to sleep I dream of you"
5541220,"Verse 1","Anthony Mars","Every time I close my eyes I just see you"
5541220,"Verse 1","Anthony Mars","Inside of my heart"
5541220,"Verse 1","Anthony Mars","I been feeling through"
5541220,"Verse 1","Anthony Mars","Rehab after rehab"
5541220,"Verse 1","Anthony Mars","Come home just to relapse"
5541220,"Verse 1","Anthony Mars","If it was a choice all these drugs would be through"
5541220,"Verse 1","Anthony Mars","But it's just so much deeper"
5541220,"Verse 1","Anthony Mars","Carry too much baggage on my people"
5541220,"Verse 1","Anthony Mars","Even though I love you"
5541220,"Verse 1","Anthony Mars","Even though I love you"
5541220,"Verse 1","Anthony Mars","Smile at my casket"
5541220,"Verse 1","Anthony Mars","I'm at peace at my death and I know it's just another sad song"
5541220,"Verse 1","Anthony Mars","May or may not sing along"
5541220,"Verse 1","Anthony Mars","And I know it's just another sad song"
5541220,"Verse 1","Anthony Mars","May or may not sing along"
5541220,"Verse 1","Anthony Mars","I'm not living life this way"
5541220,"Verse 1","Anthony Mars","I don't care about the fame"
5541220,"Verse 1","Anthony Mars","I don't care about the pain"
5541220,"Verse 1","Anthony Mars","I just wanna see you for a minute"
5541220,"Verse 1","Anthony Mars","Baby, I'm sorry that I'm finished"
5541220,"Verse 2","Norman Atomic","Don't know why you left"
5541220,"Verse 2","Norman Atomic","(H-E-R-O-I-N, H-E-R-O-I-N)"
5541220,"Verse 2","Norman Atomic","But you always come back so I'll give you back whatever is left in my chest"
5541220,"Verse 2","Norman Atomic","(N-O H-E-A-R-T, N-O H-E-A-R-T)"
5541220,"Verse 2","Norman Atomic","Probably go broke giving into false hope"
5541220,"Verse 2","Norman Atomic","(Choke)"
5541220,"Verse 2","Norman Atomic","Choking from the vomit in my throat, I was too knocked out to notice"
5541220,"Verse 2","Norman Atomic","Overdose into a comatose, it seems to be my fucking slogan"
5541220,"Verse 2","Norman Atomic","I'm fucking broken"
5541220,"Verse 2","Norman Atomic","I'm fucking broken again"
5541220,"Verse 2","Norman Atomic","And I know never to forget"
5541220,"Verse 2","Norman Atomic","My foes, my friends, are the same in the end"
5541220,"Verse 2","Norman Atomic","I hope I regret leaving both when I am dead"
5541220,"Verse 2","Norman Atomic","All of the money and fame"
5541220,"Verse 2","Norman Atomic","Are only fleeting ways to counteract my shame"
5541220,"Verse 2","Norman Atomic","All the drugs and bitches that I gain"
5541220,"Verse 2","Norman Atomic","Are only fleeting ways to counteract my shame, I'm so lame (What?)"
5541220,"Verse 2","Norman Atomic","Every day is the same (Is the same), I'm going insane (Going insane)"
5541220,"Verse 2","Norman Atomic","And nothing ever changes, I hate it, I gotta get out my own way"
5541220,"Verse 2","Norman Atomic","Find a better way, find a better way"
6934415,"Intro","Slick Sloth","(You did good, $lick)"
6934415,"Intro","Slick Sloth","$licky, $licky, $licky"
6934415,"Intro","Slick Sloth","Lil Remains, yeah, yeah, yeah, yeah"
6934415,"Chorus","Slick Sloth","Hunnid K on a fuckboy, hmm (Fuckboy)"
6934415,"Chorus","Slick Sloth","Fuck I look like? Think I trust boys, yeah"
6934415,"Chorus","Slick Sloth","Full of hate, I'm a killjoy"
6934415,"Chorus","Slick Sloth","$licky ridin' on blades like a hot boy"
6934415,"Chorus","Slick Sloth","Ayy, fifty K on the chain, chain, chain (Chain, chain)"
6934415,"Chorus","Slick Sloth","Grey, Grey, it's the gang, gang, gang (Gang, gang)"
6934415,"Chorus","Slick Sloth","Loaded Ks, leave a stain, stain, stain (Stain, stain)"
6934415,"Chorus","Slick Sloth","Fucking right I'm out my brain, brain, brain (Brain, brain)"
6934415,"Verse 1","Slick Sloth","Spin the block out with the Glock out like a menace (Like a menace)"
6934415,"Verse 1","Slick Sloth","Gimme a minute, I'ma make sure that it's finished (Yeah, yeah)"
6934415,"Verse 1","Slick Sloth","If I'm ridin' better call and say your penance (Hah, hah)"
6934415,"Verse 1","Slick Sloth","Shoulda listened to your bitch in the beginning"
6934415,"Verse 1","Slick Sloth","Ayy, yeah, what? K-I-double-L-E-R"
6934415,"Verse 1","Slick Sloth","So many bodiеs, made a hobby out the ER (Yeah)"
6934415,"Verse 1","Slick Sloth","Rollin' with Oddy, smoking that gaudy for my lеisure"
6934415,"Verse 1","Slick Sloth","Whipping the mazi, pumpin' the shotty, trigger squeezer"
6934415,"Verse 1","Slick Sloth","Breakin' the bitch, swervin' the Benz, fuck an amends"
6934415,"Verse 1","Slick Sloth","Gunnin' and fuckin', I murdered her pussy and her friend (Yeah, yeah)"
6934415,"Verse 1","Slick Sloth","My reality is hell, I don't pretend, yeah, yeah"
6934415,"Verse 1","Slick Sloth","I just learn to blend in with the sin (Ayy, ayy)"
6934415,"Verse 1","Slick Sloth","Here we go again, here we go (Here we go)"
6934415,"Verse 1","Slick Sloth","Wanna come and try $licky? You should know (You should know)"
6934415,"Verse 1","Slick Sloth","I got a thousand ways for you to end in yellow tape"
6934415,"Verse 1","Slick Sloth","And I got plenty people 'round me wanna earn their way (Ayy)"
6934415,"Chorus","That Guy with the Diamond Horns","Hunnid K on a fuckboy, hmm"
6934415,"Chorus","That Guy with the Diamond Horns","Fuck I look like? Think I trust boys, yeah"
6934415,"Chorus","That Guy with the Diamond Horns","Full of hate, I'm a killjoy"
6934415,"Chorus","That Guy with the Diamond Horns","Ruby ridin' on blades like a hot boy"
6934415,"Chorus","That Guy with the Diamond Horns","Ayy, fifty K on the chain, chain, chain"
6934415,"Chorus","That Guy with the Diamond Horns","Grey, Grey, it's the gang, gang, gang"
6934415,"Chorus","That Guy with the Diamond Horns","Loaded Ks, leave a stain, stain, stain (Hunnid)"
6934415,"Chorus","That Guy with the Diamond Horns","Fuckin' right I'm out my brain, brain, brain"
6934415,"Verse 2","That Guy with the Diamond Horns","Hunnid K for the car, half a mill' for the addiction"
6934415,"Verse 2","That Guy with the Diamond Horns","They shipped me off to rehab 'cause I started questionin' my existence (Huh?)"
6934415,"Verse 2","That Guy with the Diamond Horns","Give me them prescriptions and I'll show you repetition (Yeah)"
6934415,"Verse 2","That Guy with the Diamond Horns","Stubborn motherfucker, you know Ruby never listens (Uh, what?)"
6934415,"Verse 2","That Guy with the Diamond Horns","Grey*59, buyin' time til' the grave"
6934415,"Verse 2","That Guy with the Diamond Horns","Time flyin' every day, sign my name"
6934415,"Verse 2","That Guy with the Diamond Horns","I'm confined to the page until a spine and a stain"
6934415,"Verse 2","That Guy with the Diamond Horns","Is the only thing remaining (Yeah, yeah, yeah)"
6934415,"Verse 2","That Guy with the Diamond Horns","Pullin' up Mercedes, bitch, I'm pushin' up daisies"
6934415,"Verse 2","That Guy with the Diamond Horns","Vision always blurry and my memory hazy"
6934415,"Verse 2","That Guy with the Diamond Horns","Grey bandana out the window, waving while I'm racin' (Nyoom)"
6934415,"Verse 2","That Guy with the Diamond Horns","Raisin' my hand to the sky and tell the angels come and take me (I'm waiting)"
6934415,"Verse 2","That Guy with the Diamond Horns","Awaken my demons, bringing me down to my knees, they wanna break me"
6934415,"Verse 2","That Guy with the Diamond Horns","They wanna isolate me, leave me naked, fuckin' shaking"
6934415,"Verse 2","That Guy with the Diamond Horns","Grippin' the .380, voices tellin' me I'm crazy (Pew, pew, pew, pew)"
6934415,"Verse 2","That Guy with the Diamond Horns","Sold my soul, I'm Grey until my final destination"
6934415,"Outro","$UICIDEBOY$","You can call 1-800-909-6538"
6934415,"Outro","$UICIDEBOY$","Or send check or money order to"
6934415,"Outro","$UICIDEBOY$","Your one-hundred piece decorating kit"
6934415,"Outro","$UICIDEBOY$","To Morgan Avenue Norwalk Connecticut 06851"
6934415,"Outro","$UICIDEBOY$","1-800-909-6538"
6934415,"Outro","$UICIDEBOY$","You must be eighteen years or older to order"
6934393,"Intro","2 Low Key","Better stay alert, 'cause I'm spooky with that Jason mask"
6934393,"Intro","2 Low Key","Spooky with that Jason mask, spooky with that Jason mask"
6934393,"Intro","2 Low Key","You're all doomed!"
6934393,"Intro","2 Low Key","Better stay alert, 'cause I'm spooky with that Jason mask"
6934393,"Intro","2 Low Key","Spooky with that Jason mask, spooky with that Jason mask"
6934393,"Intro","2 Low Key","Better stay alert, 'cause I'm spooky with that Jason mask"
6934393,"Intro","2 Low Key","Spooky with that Jason mask, spooky with that Jason mask"
6934393,"Intro","2 Low Key","You're all doomed!"
6934393,"Verse 1","Lil Oozing","Living on this earth is parallel to living in hell"
6934393,"Verse 1","Lil Oozing","I can't seem to break the spell"
6934393,"Verse 1","Lil Oozing","Detach my soul and separate my cells"
6934393,"Verse 1","Lil Oozing","Let my spirit dwell inside another realm"
6934393,"Verse 1","Lil Oozing","Throw my lifeless body down the haunted wishing well"
6934393,"Verse 1","Lil Oozing","My carcass starts to swell, the explanation's that I fell"
6934393,"Verse 1","Lil Oozing","At the hour of my death, make sure they swing from broken bells"
6934393,"Verse 1","Lil Oozing","Wipe the blood off of my face but leave the stains on my lapel"
6934393,"Bridge","2 Low Key","Better stay alert, 'cause I'm spooky with that Jason mask"
6934393,"Bridge","2 Low Key","Spooky with that Jason mask, spooky with that Jason mask"
6934393,"Bridge","2 Low Key","Better stay alert, 'cause I'm spooky with that Jason mask"
6934393,"Bridge","2 Low Key","Spooky with that Jason mask, spooky with that Jason mask"
6934393,"Bridge","2 Low Key","You're all doomed!"
6934393,"Verse 2","Lil Hurt","Horrifying images on replay in me mind"
6934393,"Verse 2","Lil Hurt","Come take a walk with me and see the other side"
6934393,"Verse 2","Lil Hurt","Counting down the days until me sacrifice"
6934393,"Verse 2","Lil Hurt","Secret seances me feel the poltergeist"
6934393,"Verse 2","Lil Hurt","Come and play down by the river, got fifty-nine killers in masks"
6934393,"Verse 2","Lil Hurt","Scarecrow deliver the pull of a trigger while you fucking die and I laugh"
6934393,"Verse 2","Lil Hurt","Hear the sounds, demons surround, swell from the ground"
6934393,"Verse 2","Lil Hurt","Feel the flames, we drown in pain, let's die in vain, mane"
6934393,"Outro","2 Low Key","Better stay alert, 'cause I'm—"
6934393,"Outro","2 Low Key","Spooky with that Jason mask"
6934393,"Outro","2 Low Key","Better stay alert, 'cause I'm—"
6934393,"Outro","2 Low Key","Spooky with that Jason mask, spooky with that—"
6934393,"Outro","2 Low Key","You're all doomed!"
6934404,"Intro","Yung $carecrow & Ruby da Cherry","I got the blade and the AK with the infrared"
6934404,"Intro","Yung $carecrow & Ruby da Cherry","Rob a motherfucker for his fucking script of meds"
6934404,"Intro","Yung $carecrow & Ruby da Cherry","I got the blade and the AK with the infrared"
6934404,"Intro","Yung $carecrow & Ruby da Cherry","Rob a motherfucker for his fucking script of meds"
6934404,"Intro","Yung $carecrow & Ruby da Cherry","($uicideboy, bitch)"
6934404,"Intro","Yung $carecrow & Ruby da Cherry","I got the blade and the AK with the infrared"
6934404,"Intro","Yung $carecrow & Ruby da Cherry","Rob a motherfucker for his fucking script of meds"
6934404,"Intro","Yung $carecrow & Ruby da Cherry","(I'm sorry, I'm sorry, I'm sorry, I'm sorry)"
6934404,"Intro","Yung $carecrow & Ruby da Cherry","I got the blade and the AK with the infrared"
6934404,"Intro","Yung $carecrow & Ruby da Cherry","(I'm sorry, I'm sorry, my bad)"
6934404,"Intro","Yung $carecrow & Ruby da Cherry","Rob a motherfucker for his fucking script of meds"
6934404,"Verse 1","Lil Waaaaaa","I apologize (Oops) for getting half of the rap game"
6934404,"Verse 1","Lil Waaaaaa","Hooked on getting high (Uh)"
6934404,"Verse 1","Lil Waaaaaa","Ruby done made everyone wanna die"
6934404,"Verse 1","Lil Waaaaaa","The cult of the Grey*59, make up your mind"
6934404,"Verse 1","Lil Waaaaaa","$uicide, two of a kind unified"
6934404,"Verse 1","Lil Waaaaaa","I'm takin' what's mine (Uh)"
6934404,"Verse 1","Lil Waaaaaa","The choppa, the Uzi, the TEC, or the AR"
6934404,"Verse 1","Lil Waaaaaa","Seen you on my radar, I'll aim for your spine (Brrt)"
6934404,"Verse 1","Lil Waaaaaa","I-N-D-E-P-E-N-D-E-N-T, do you know what that mean? (No)"
6934404,"Verse 1","Lil Waaaaaa","I can keep all my money from streams and shows and sellin' tees (Hahaha)"
6934404,"Verse 1","Lil Waaaaaa","Just a white boy with his wrists cut (Cut), been fucked (Fucked)"
6934404,"Verse 1","Lil Waaaaaa","Now I'm makin' big bucks (Yeah), been had my dick sucked (Blurgh)"
6934404,"Bridge","Yung $carecrow","I got the blade and the AK with the infrared"
6934404,"Bridge","Yung $carecrow","Rob a motherfucker for his fucking script of meds"
6934404,"Bridge","Yung $carecrow","I got the blade and the AK with the infrared"
6934404,"Bridge","Yung $carecrow","Rob a motherfucker for his fucking script of meds"
6934404,"Verse 2","Tony with the Tommy","Hol' up, stop, gunfire in the air"
6934404,"Verse 2","Tony with the Tommy","Motherfuckers in my hood don't care (care)"
6934404,"Verse 2","Tony with the Tommy","It don't stop there"
6934404,"Verse 2","Tony with the Tommy","Empty the clip, it don't matter if you layin' dead (dead)"
6934404,"Verse 2","Tony with the Tommy","Woah, now, chill, dawg, fuck that"
6934404,"Verse 2","Tony with the Tommy","I'm a savage, I was raised with my brain half-damaged"
6934404,"Verse 2","Tony with the Tommy","Wanna kill 'em all"
6934404,"Verse 2","Tony with the Tommy","It's my rite of passage to leave all these sons like some bastards (Ooh-ooh)"
6934404,"Verse 2","Tony with the Tommy","Okay, got the AK, what a punk say when he wan' play? (Huh?)"
6934404,"Verse 2","Tony with the Tommy","Slick known to bring the melee, make 'em runaway like it's mayday (Ah ah)"
6934404,"Verse 2","Tony with the Tommy","You don't wanna see me when I'm high"
6934404,"Verse 2","Tony with the Tommy","Hit 'em with a drive-by while I'm hollerin' out Grey-Grey (Grey-Grey)"
6934404,"Verse 2","Tony with the Tommy","Better pick a fuckin' side, fuckin' with the *59"
6934404,"Verse 2","Tony with the Tommy","Will have your ass sleeping in a blank grave (Grrrr)"
6934404,"Outro","Yung $carecrow & Nancy Kerrigan","I got the blade and the AK with the infrared"
6934404,"Outro","Yung $carecrow & Nancy Kerrigan","Rob a motherfucker for his fucking sc—"
6934404,"Outro","Yung $carecrow & Nancy Kerrigan","I got the blade and the AK with the infrared"
6934404,"Outro","Yung $carecrow & Nancy Kerrigan","Rob a motherfucker for his fucking script of meds"
6934404,"Outro","Yung $carecrow & Nancy Kerrigan","I got the blade and the AK with the infrared"
6934404,"Outro","Yung $carecrow & Nancy Kerrigan","Rob a motherfucker for his fucking script of meds"
6934404,"Outro","Yung $carecrow & Nancy Kerrigan","Why? Why? Why?"
6934409,"Chorus","OG Worry","Ain't nobody fuckin' with me like they used to"
6934409,"Chorus","OG Worry","Open seat in the coupe so I scooped you"
6934409,"Chorus","OG Worry","I get caught up in my thoughts and I can't think right"
6934409,"Chorus","OG Worry","Caught up in a nightmare so I don't sleep right"
6934409,"Chorus","OG Worry","I just want them to treat me like they used to, ayy"
6934409,"Chorus","OG Worry","I just want something real that I'm used to, yeah"
6934409,"Chorus","OG Worry","I just want them to treat me like they—ayy, ayy"
6934409,"Chorus","OG Worry","I just want something real that I'm—yeah, yeah"
6934409,"Verse 1","OG Worry","Went from no one to someone, at least I thought so"
6934409,"Verse 1","OG Worry","Stuck up in a bad dream, watching front row"
6934409,"Verse 1","OG Worry","People warnin' me that everything is gonna change"
6934409,"Verse 1","OG Worry","Never thought that it would be in the worst way"
6934409,"Verse 1","OG Worry","Life goin' up and goin' down at the same time"
6934409,"Verse 1","OG Worry","Suicidal thoughts creepin' up in my mind"
6934409,"Verse 1","OG Worry","Drug dealer, pocket reaping the benefits"
6934409,"Verse 1","OG Worry","Only thing I fuckin' had to get me through this shit"
6934409,"Verse 1","OG Worry","I've been stripped of all I had, man"
6934409,"Verse 1","OG Worry","Lost relations with my dad, damn"
6934409,"Verse 1","OG Worry","Lost relations with the fam', damn"
6934409,"Verse 1","OG Worry","Lost touch of who I am, sad"
6934409,"Verse 1","OG Worry","I'm out seekin' peace like I'm seekin' air to breathe"
6934409,"Verse 1","OG Worry","Pray to a God that I never thought I would believe"
6934409,"Verse 1","OG Worry","Grant me serenity for all the things I cannot change"
6934409,"Verse 1","OG Worry","Wisdom to know that what I can ain't the same"
6934409,"Chorus","Maire de Gras Ville","Ain't nobody fuckin' with me like they used to"
6934409,"Chorus","Maire de Gras Ville","Open seat in the coupe so I scooped you"
6934409,"Chorus","Maire de Gras Ville","I get caught up in my thoughts and I can't think right"
6934409,"Chorus","Maire de Gras Ville","Caught up in a nightmare so I don't sleep right"
6934409,"Chorus","Maire de Gras Ville","I just want them to treat me like they used to"
6934409,"Chorus","Maire de Gras Ville","I just want something real that I'm used to"
6934409,"Chorus","Maire de Gras Ville","I just want them to treat me like—uh, ayy"
6934409,"Chorus","Maire de Gras Ville","I just want something real that I'm—uh, yeah"
6934409,"Verse 2","Maire de Gras Ville","All my life, I've been waitin' 'til the time right"
6934409,"Verse 2","Maire de Gras Ville","Waitin' for the shade of light that make me shine bright"
6934409,"Verse 2","Maire de Gras Ville","Day turn to night, yeah, weeks turn to months"
6934409,"Verse 2","Maire de Gras Ville","Wishin' I could press the pause button just once"
6934409,"Verse 2","Maire de Gras Ville","Hidin' in the back tryna catch up to the front"
6934409,"Verse 2","Maire de Gras Ville","Everything I lack, I make up for it when I stunt"
6934409,"Verse 2","Maire de Gras Ville","More bitches, more money, more drugs, more honeys"
6934409,"Verse 2","Maire de Gras Ville","More stuff, the more I want it, the more I feel I'm fuckin' stuck"
6934409,"Verse 2","Maire de Gras Ville","(I get by)"
6934409,"Verse 2","Maire de Gras Ville","Goin' through the motions, fuckin' barely even growin'"
6934409,"Verse 2","Maire de Gras Ville","(I get high)"
6934409,"Verse 2","Maire de Gras Ville","Hidin' all of my emotions, never change, I'm stuck posted"
6934409,"Verse 2","Maire de Gras Ville","(I get by)"
6934409,"Verse 2","Maire de Gras Ville","What a lame excuse to keep doin' what I do"
6934409,"Verse 2","Maire de Gras Ville","(I get high)"
6934409,"Verse 2","Maire de Gras Ville","Wastin' my shine and that's the fuckin' truth"
6660501,"Intro","Yung Plague & Oddy Nuff da Snow Leopard","Still got the badge, still got the gun"
6660501,"Intro","Yung Plague & Oddy Nuff da Snow Leopard","Still got the patch, still got the stun"
6660501,"Intro","Yung Plague & Oddy Nuff da Snow Leopard","Still got the cash, bitch, I burn it for fun"
6660501,"Intro","Yung Plague & Oddy Nuff da Snow Leopard","Put the Glock to my skull then I—"
6660501,"Intro","Yung Plague & Oddy Nuff da Snow Leopard","$uicide, $ui—"
6660501,"Chorus","Yung Plague","Still got the badge, still got the gun"
6660501,"Chorus","Yung Plague","Still got the patch, still got the stun"
6660501,"Chorus","Yung Plague","Still got the cash, bitch, I burn it for fun"
6660501,"Chorus","Yung Plague","Put the Glock to my skull then I—"
6660501,"Chorus","Yung Plague","Glock to my skull then I—"
6660501,"Chorus","Yung Plague","Glock to my skull then I—"
6660501,"Chorus","Yung Plague","Still got the cash, bitch, I burn it for fun (Ayy, ayy)"
6660501,"Chorus","Yung Plague","Put the Glock to my skull then I—"
6660501,"Verse 1","Yung Mutt","Watch me pull up in a H1 with my day-ones"
6660501,"Verse 1","Yung Mutt","Now's the time to say somethin’ if you wanna say somethin'"
6660501,"Verse 1","Yung Mutt","Swinging on 'em, make their face lumped, take ’em to the lakefront"
6660501,"Verse 1","Yung Mutt","And roll 'bout eight blunts, now my face numb from the Grey bumps"
6660501,"Verse 1","Yung Mutt","White lines like we in a shake junt"
6660501,"Verse 1","Yung Mutt","Fake frontin'-ass pussy boy, run"
6660501,"Verse 1","Yung Mutt","Your mama made change, didn't know she also made chumps"
6660501,"Verse 1","Yung Mutt","Make your bitch wet, in fact, here the rain come"
6660501,"Verse 1","Yung Mutt","Stain somethin', all day, Plague stuntin' (Yeah)"
6660501,"Verse 1","Yung Mutt","Ain't frontin', bitch, I’m in the back puffin’"
6660501,"Verse 1","Yung Mutt","Me and my cousin fucking buzzin', got the razor blades tucked in (Uh)"
6660501,"Verse 1","Yung Mutt","Airin’ out the fuckin' room like Glade's plug-ins"
6660501,"Chorus","Yung Plague & Wetto","Still got the badge, still got the gun"
6660501,"Chorus","Yung Plague & Wetto","Still got the patch, still got the stun"
6660501,"Chorus","Yung Plague & Wetto","Still got the cash, bitch, I burn it for fun"
6660501,"Chorus","Yung Plague & Wetto","Put the Glock to my skull then I—"
6660501,"Chorus","Yung Plague & Wetto","Glock to my skull then I—"
6660501,"Chorus","Yung Plague & Wetto","Glock to my skull then I—"
6660501,"Chorus","Yung Plague & Wetto","Still got the cash, bitch, I burn it for fun (Yeah, yeah, yeah, yeah, yeah)"
6660501,"Chorus","Yung Plague & Wetto","Put the Glock to my skull then I—"
6660501,"Verse 2","Wetto","Represent that East 59, it's a Grey thing"
6660501,"Verse 2","Wetto","Creepin’ round your motherfucking block with no plates, mane"
6660501,"Verse 2","Wetto","Make your motherfucking front yard to a gun range"
6660501,"Verse 2","Wetto","Blocka, blocka with the choppa, turn your name to a stain"
6660501,"Verse 2","Wetto","Big dog, no heart, we ain't built the same, nah"
6660501,"Verse 2","Wetto","Big gars, Xan' bars fucking up my brain, yeah"
6660501,"Verse 2","Wetto","Fentanyl, lotta barre, flowing through my veins, ayy"
6660501,"Verse 2","Wetto","Adderall, speedballs, I might go insane, fuck"
6660501,"Verse 2","Wetto","Yeah, whole lotta drugs, life close to done"
6660501,"Verse 2","Wetto","Demons climbin' on my walls in my bedroom"
6660501,"Verse 2","Wetto","I got tendencies of suicidal ideation"
6660501,"Verse 2","Wetto","Menace to society when I ain't medicated"
6660501,"Outro","Yung Plague","Still got the badge, still got the gun"
6660501,"Outro","Yung Plague","Still got the patch, still got the stun"
6660501,"Outro","Yung Plague","Still got the cash, bitch, I burn it for fun"
6660501,"Outro","Yung Plague","Put the Glock to my skull then I—"
6660501,"Outro","Yung Plague","Glock to my skull then I—"
6934414,"Intro","Trap House Scrim","Pull the trigger, Budd Dwyer, hahaha"
6934414,"Intro","Trap House Scrim","(Pull the trigger, Budd Dwyer)"
6934414,"Intro","Trap House Scrim","(North, North) Haha, you mad (Northside)"
6934414,"Intro","Trap House Scrim","(In this bitch, Lil Cut Throat) Yeah-yeah"
6934414,"Intro","Trap House Scrim","(Time to go back to speak that lingo)"
6934414,"Verse 1","Trap House Scrim","I'm back in this bitch like a menace (Yeah, menace)"
6934414,"Verse 1","Trap House Scrim","Running these hoes just like tennis (Tennis)"
6934414,"Verse 1","Trap House Scrim","Fuck what you thought of my image (What?)"
6934414,"Verse 1","Trap House Scrim","Blocka-block-block-block, blah"
6934414,"Verse 1","Trap House Scrim","Semi-auto with the scope (Scope)"
6934414,"Verse 1","Trap House Scrim","I'm back in this bitch with the cult (What?)"
6934414,"Verse 1","Trap House Scrim","I'm back in this bitch with the phonk (What?)"
6934414,"Verse 1","Trap House Scrim","Scrim back in this bitch, better know"
6934414,"Verse 1","Trap House Scrim","I'm back and I'm hatin' and plottin' (Huh?)"
6934414,"Verse 1","Trap House Scrim","Back and I'm scopin' with robbers (Yeah)"
6934414,"Verse 1","Trap House Scrim","Come back and then jaws get to droppin' (Droppin')"
6934414,"Verse 1","Trap House Scrim","Come hard when you step in my yard"
